"SampleCode";"PeakNumber";"Compound";"SpectrumFilename";"ReferenceSpectrum";"TypicallyMonitored";"Source";"Class";"Identification";"Comment";"OBSERVATION";"NameInSoftwareComment";"InPacificLibrary";"InAtlanticLibrary";"FragmentIdentification";"AtlanticLibrary";"UsePeakApexMS";"Formula";"Halogenation";"RetentionTime1D";"RetentionTime2D";"QuantIon";"PeakArea";"UniqueMass";"SpectralSimilarity";"LipidMass";"InternalStandardArea";"RelativeArea";"Matrix";"Instrument"
"MQ425";4851;"2'-MeOBDE-68";"2_MeOBDE_68_MQ425";"2_MeOBDE_68_MQ512";FALSE;"natural";"MeO-BDE";"Authentic MS RT";NA;"MEOBDE 4 BR";"MEOBDE 4 BR - 2-MEOBDE-68";TRUE;TRUE;"354 [M-Br2]; 418 [M-Br-CH3]+; 512 M+";"MeO-BDE 4Br";NA;"C13H8Br4O2";"brominated";1582.94;1.32;516;887638;153;875;0.5;136167;13.03749073;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3757;"6-MeOBDE-47";"6_MeOBDE_47_MQ447";"6_MeOBDE_47_MQ512";FALSE;"natural";"MeO-BDE";"Authentic MS RT";NA;"MEOBDE 4 BR";"MEOBDE 4 BR - 6-MEOBDE-47";TRUE;TRUE;"354 [M-Br2]; 418 [M-Br-CH3]+; 512 M+";"MeO-BDE 4Br";NA;"C13H8Br4O2";"brominated";1596.93;1.419;516;2213638;517;767;0.52;368079;11.56544153;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4052;"6-MeOBDE-47";"6_MeOBDE_47_MQ429";"6_MeOBDE_47_MQ512";FALSE;"natural";"MeO-BDE";"Authentic MS RT";NA;"MEOBDE 4 BR";"MEOBDE 4 BR - 6-MEOBDE-47";TRUE;TRUE;"354 [M-Br2]; 418 [M-Br-CH3]+; 512 M+";"MeO-BDE 4Br";NA;"C13H8Br4O2";"brominated";1600.43;1.439;516;1902733;515;NA;0.31;269519;22.77334209;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";4071;"6-MeOBDE-47";"6_MeOBDE_47_MQ512";"6_MeOBDE_47_MQ512";FALSE;"natural";"MeO-BDE";"Authentic MS RT";NA;"MEOBDE 4 BR";"MEOBDE 4 BR - 6-MEOBDE-47";TRUE;TRUE;"354 [M-Br2]; 418 [M-Br-CH3]+; 512 M+";"MeO-BDE 4Br";NA;"C13H8Br4O2";"brominated";1600.43;1.399;516;502420;516;879;0.31;234538;6.910222128;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4959;"6-MeOBDE-47";"6_MeOBDE_47_MQ425";"6_MeOBDE_47_MQ512";FALSE;"natural";"MeO-BDE";"Authentic MS RT";NA;"MEOBDE 4 BR";"MEOBDE 4 BR - 6-MEOBDE-47";TRUE;TRUE;"354 [M-Br2]; 418 [M-Br-CH3]+; 512 M+";"MeO-BDE 4Br";NA;"C13H8Br4O2";"brominated";1603.93;1.399;516;1290326;516;878;0.5;136167;18.95211028;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4107;"MeOBDE 5Br";"MeOBDE_5Br_MQ447";"MeOBDE_5Br_MQ429";FALSE;"natural";"MeO-BDE";"Manual-Congener Group";NA;"(2,3,4-Tribromo-6-methoxyphenyl) (2,4-dibromo-phenl) ether";"MEOBDE 5 Br ISOMER 2 A";FALSE;TRUE;"432 [M-Br2]+; 496 [M-Br-CH3]+; 590 M+";"MeO-BDE 5Br";NA;"C13H7Br5O2";"brominated";1680.88;1.624;596;21829;500;622;0.52;368079;0.114048468;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";4335;"MeOBDE 5Br";"MeOBDE_5Br_MQ512";"MeOBDE_5Br_MQ429";FALSE;"natural";"MeO-BDE";"Manual-Congener Group";NA;"(2,3,4-Tribromo-6-methoxyphenyl) (2,4-dibromo-phenl) ether";"MEOBDE 5 Br ISOMER 2 A";FALSE;TRUE;"432 [M-Br2]+; 496 [M-Br-CH3]+; 590 M+";"MeO-BDE 5Br";NA;"C13H7Br5O2";"brominated";1680.88;1.63;596;2559.3;62;498;0.31;234538;0.035200294;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";5331;"MeOBDE 5Br";"MeOBDE_5Br_MQ425";"MeOBDE_5Br_MQ429";FALSE;"natural";"MeO-BDE";"Manual-Congener Group";NA;"(2,3,4-Tribromo-6-methoxyphenyl) (2,4-dibromo-phenl) ether";"MEOBDE 5 Br ISOMER 2 A";FALSE;TRUE;"432 [M-Br2]+; 496 [M-Br-CH3]+; 590 M+";"MeO-BDE 5Br";NA;"C13H7Br5O2";"brominated";1684.38;1.643;596;7560.4;500;561;0.5;136167;0.111045995;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4545;"MeOBDE 5Br";"MeOBDE_5Br_MQ429";"MeOBDE_5Br_MQ429";FALSE;"natural";"MeO-BDE";"Manual-Congener Group";NA;"(2,3,4-Tribromo-6-methoxyphenyl) (2,4-dibromo-phenl) ether";"MEOBDE 5 Br ISOMER 2 A";FALSE;TRUE;"432 [M-Br2]+; 496 [M-Br-CH3]+; 590 M+";"MeO-BDE 5Br";NA;"C13H7Br5O2";"brominated";1684.38;1.637;596;25003;500;651;0.31;269519;0.299254742;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4272;"6'-MeOBDE-99";"6_MeOBDE_99_MQ447";"6_MeOBDE_99_MQ429";FALSE;"natural";"MeO-BDE";"Authentic MS RT";NA;"MEOBDE 5 Br";"MEOBDE 5 Br - 6 MEOBDE-99";TRUE;TRUE;"432 [M-Br2]+; 496 [M-Br-CH3]+; 590 M+";"MeO-BDE 5Br";NA;"C13H7Br5O2";"brominated";1729.85;1.571;596;4188.5;596;480;0.52;368079;0.021883367;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";5478;"6'-MeOBDE-99";"6_MeOBDE_99_MQ425";"6_MeOBDE_99_MQ429";FALSE;"natural";"MeO-BDE";"Authentic MS RT";NA;"MEOBDE 5 Br";"MEOBDE 5 Br - 6 MEOBDE-99";TRUE;TRUE;"432 [M-Br2]+; 496 [M-Br-CH3]+; 590 M+";"MeO-BDE 5Br";NA;"C13H7Br5O2";"brominated";1733.35;1.511;596;1114.4;180;NA;0.5;136167;0.016368136;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4816;"6'-MeOBDE-99";"6_MeOBDE_99_MQ429";"6_MeOBDE_99_MQ429";FALSE;"natural";"MeO-BDE";"Authentic MS RT";NA;"MEOBDE 5 Br";"MEOBDE 5 Br - 6 MEOBDE-99";TRUE;TRUE;"432 [M-Br2]+; 496 [M-Br-CH3]+; 590 M+";"MeO-BDE 5Br";NA;"C13H7Br5O2";"brominated";1733.35;1.564;596;3279.3;596;503;0.31;269519;0.039249133;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";3981;"DMBP 6Cl";"DMBP_6Cl_MQ425";"DMBP_6Cl_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP 6Cl";TRUE;FALSE;"294 [M-Cl2]+; 329 [M-Cl]+; 364 M+";NA;NA;"C10H6Cl6N2";"chlorinated";1411.54;1.036;366;564499;290;NA;0.5;136167;8.291274685;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3131;"DMBP 6Cl";"DMBP_6Cl_MQ429";"DMBP_6Cl_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP 6Cl";TRUE;FALSE;"294 [M-Cl2]+; 329 [M-Cl]+; 364 M+";NA;NA;"C10H6Cl6N2";"chlorinated";1411.54;1.043;366;747698;368;NA;0.31;269519;8.949012991;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";2993;"DMBP 6Cl";"DMBP_6Cl_MQ447";"DMBP_6Cl_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP 6Cl";TRUE;FALSE;"294 [M-Cl2]+; 329 [M-Cl]+; 364 M+";NA;NA;"C10H6Cl6N2";"chlorinated";1408.04;1.023;366;709168;76;NA;0.52;368079;3.705141058;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3360;"DMBP 6Cl";"DMBP_6Cl_MQ512";"DMBP_6Cl_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP 6Cl";TRUE;FALSE;"294 [M-Cl2]+; 329 [M-Cl]+; 364 M+";NA;NA;"C10H6Cl6N2";"chlorinated";1411.54;1.023;366;199232;366;NA;0.31;234538;2.740212123;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4099;"DMBP Br3Cl2";"DMBP_Br3Cl2_1_MQ425";"DMBP_Br3Cl2_1_MQ447";FALSE;"natural";"DMBP";"Authentic MS RT";"DMBP Br3Cl2 1 (Pacific Library)";NA;"DMBP Br3Cl2 1";TRUE;TRUE;"304 [M-Br2]+; 342 [M-BrCNCH3]+; 462 M+";"DMBP Br3Cl2";NA;"C10H7Br3Cl2N2";"mixed";1436.02;1.096;466;2173.2;188;NA;0.5;136167;0.031919628;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3218;"DMBP Br3Cl2";"DMBP_Br3Cl2_1_MQ429";"DMBP_Br3Cl2_1_MQ447";FALSE;"natural";"DMBP";"Authentic MS RT";"DMBP Br3Cl2 1 (Pacific Library)";NA;"DMBP Br3Cl2 1";TRUE;TRUE;"304 [M-Br2]+; 342 [M-BrCNCH3]+; 462 M+";"DMBP Br3Cl2";NA;"C10H7Br3Cl2N2";"mixed";1432.52;1.089;466;3129.8;466;NA;0.31;269519;0.037459804;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3082;"DMBP Br3Cl2";"DMBP_Br3Cl2_1_MQ447";"DMBP_Br3Cl2_1_MQ447";FALSE;"natural";"DMBP";"Authentic MS RT";"DMBP Br3Cl2 1 (Pacific Library)";NA;"DMBP Br3Cl2 1";TRUE;TRUE;"304 [M-Br2]+; 342 [M-BrCNCH3]+; 462 M+";"DMBP Br3Cl2";NA;"C10H7Br3Cl2N2";"mixed";1432.52;1.056;466;3187.7;466;NA;0.52;368079;0.016654556;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4185;"DMBP BrCl5";"unknown_4_8_MQ425";"unknown_4_8_MQ425";FALSE;"natural";"DMBP";"Manual-Congener Group";"unknown-4-8 (Pacific Library)";NA;"U 4-8 P";TRUE;TRUE;"288 [M-BrCNCH3]+; 373 [M-Cl]+; 408 M+";"polychlorinated diphenyl ether 7Cl";NA;"C10H6Cl5BrN2";"mixed";1453.51;1.076;410;64641;412;NA;0.5;136167;0.949437088;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3289;"DMBP BrCl5";"unknown_4_8_MQ429";"unknown_4_8_MQ425";FALSE;"natural";"DMBP";"Manual-Congener Group";"unknown-4-8 (Pacific Library)";NA;"U 4-8 P";TRUE;TRUE;"288 [M-BrCNCH3]+; 373 [M-Cl]+; 408 M+";"polychlorinated diphenyl ether 7Cl";NA;"C10H6Cl5BrN2";"mixed";1450.01;1.082;410;121959;412;NA;0.31;269519;1.459697198;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3145;"DMBP BrCl5";"unknown_4_8_MQ447";"unknown_4_8_MQ425";FALSE;"natural";"DMBP";"Manual-Congener Group";"unknown-4-8 (Pacific Library)";NA;"U 4-8 P";TRUE;TRUE;"288 [M-BrCNCH3]+; 373 [M-Cl]+; 408 M+";"polychlorinated diphenyl ether 7Cl";NA;"C10H6Cl5BrN2";"mixed";1450.01;1.049;410;194781;410;NA;0.52;368079;1.017658835;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3499;"DMBP BrCl5";"unknown_4_8_MQ512";"unknown_4_8_MQ425";FALSE;"natural";"DMBP";"Manual-Congener Group";"unknown-4-8 (Pacific Library)";NA;"U 4-8 P";TRUE;TRUE;"288 [M-BrCNCH3]+; 373 [M-Cl]+; 408 M+";"polychlorinated diphenyl ether 7Cl";NA;"C10H6Cl5BrN2";"mixed";1450.01;1.056;410;19477;412;NA;0.31;234538;0.267884233;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4383;"DMBP Br2Cl4 1";"DMBP_Br2Cl4_1_MQ425";"DMBP_Br2Cl4_1_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";"DMBP Br2Cl4 (Pacific Library)";"WHY 458?";"DMBP Br2Cl4 - ISOMER 1";TRUE;TRUE;"332 [M-BrCNCH3]+; 452 M+";NA;NA;"C10H6Br2Cl4N2";"mixed";1491.99;1.129;458;27994;334;NA;0.5;136167;0.411171576;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3468;"DMBP Br2Cl4 1";"DMBP_Br2Cl4_1_MQ429";"DMBP_Br2Cl4_1_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";"DMBP Br2Cl4 (Pacific Library)";"WHY 458?";"DMBP Br2Cl4 - ISOMER 1";TRUE;TRUE;"332 [M-BrCNCH3]+; 452 M+";NA;NA;"C10H6Br2Cl4N2";"mixed";1488.49;1.115;458;59082;456;NA;0.31;269519;0.707137889;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3278;"DMBP Br2Cl4 1";"DMBP_Br2Cl4_1_MQ447";"DMBP_Br2Cl4_1_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";"DMBP Br2Cl4 (Pacific Library)";"WHY 458?";"DMBP Br2Cl4 - ISOMER 1";TRUE;TRUE;"332 [M-BrCNCH3]+; 452 M+";NA;NA;"C10H6Br2Cl4N2";"mixed";1488.49;1.082;458;63277;336;NA;0.52;368079;0.33059897;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3663;"DMBP Br2Cl4 1";"DMBP_Br2Cl4_1_MQ512";"DMBP_Br2Cl4_1_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";"DMBP Br2Cl4 (Pacific Library)";"WHY 458?";"DMBP Br2Cl4 - ISOMER 1";TRUE;TRUE;"332 [M-BrCNCH3]+; 452 M+";NA;NA;"C10H6Br2Cl4N2";"mixed";1488.49;1.096;458;6964.2;334;NA;0.31;234538;0.09578474;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4423;"DMBP Br2Cl4 2";"DMBP_Br2Cl4_2_MQ425";"DMBP_Br2Cl4_2_MQ429";FALSE;"natural";"DMBP";"Manual-Congener Group";NA;NA;"DMBP Br2Cl4 - ISOMER 2 - NEW";FALSE;FALSE;"332 [M-BrCNCH3]+; 452 M+";NA;NA;"C10H6Br2Cl4N2";"mixed";1498.99;1.148;458;3037.2;504;NA;0.5;136167;0.044609928;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3519;"DMBP Br2Cl4 2";"DMBP_Br2Cl4_2_MQ429";"DMBP_Br2Cl4_2_MQ429";FALSE;"natural";"DMBP";"Manual-Congener Group";NA;NA;"DMBP Br2Cl4 - ISOMER 2 - NEW";FALSE;FALSE;"332 [M-BrCNCH3]+; 452 M+";NA;NA;"C10H6Br2Cl4N2";"mixed";1498.99;1.148;458;8005.4;456;NA;0.31;269519;0.095814659;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3312;"DMBP Br2Cl4 2";"DMBP_Br2Cl4_2_MQ447";"DMBP_Br2Cl4_2_MQ429";FALSE;"natural";"DMBP";"Manual-Congener Group";NA;NA;"DMBP Br2Cl4 - ISOMER 2 - NEW";FALSE;FALSE;"332 [M-BrCNCH3]+; 452 M+";NA;NA;"C10H6Br2Cl4N2";"mixed";1495.49;1.115;458;9194.4;456;NA;0.52;368079;0.048037346;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3706;"DMBP Br2Cl4 2";"DMBP_Br2Cl4_2_MQ512";"DMBP_Br2Cl4_2_MQ429";FALSE;"natural";"DMBP";"Manual-Congener Group";NA;NA;"DMBP Br2Cl4 - ISOMER 2 - NEW";FALSE;FALSE;"332 [M-BrCNCH3]+; 452 M+";NA;NA;"C10H6Br2Cl4N2";"mixed";1498.99;1.148;458;1229.4;454;NA;0.31;234538;0.016909015;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4473;"DMBP Br2Cl4 3";"DMBP_Br2Cl4_3_MQ425";"DMBP_Br2Cl4_3_MQ429";FALSE;"natural";"DMBP";"Manual-Congener Group";NA;NA;"DMBP Br2Cl4 - ISOMER 3 - NEW";FALSE;FALSE;"332 [M-BrCNCH3]+; 452 M+";NA;NA;"C10H6Br2Cl4N2";"mixed";1509.48;1.228;458;459.52;60;NA;0.5;136167;0.006749359;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3573;"DMBP Br2Cl4 3";"DMBP_Br2Cl4_3_MQ429";"DMBP_Br2Cl4_3_MQ429";FALSE;"natural";"DMBP";"Manual-Congener Group";NA;NA;"DMBP Br2Cl4 - ISOMER 3 - NEW";FALSE;FALSE;"332 [M-BrCNCH3]+; 452 M+";NA;NA;"C10H6Br2Cl4N2";"mixed";1509.48;1.188;458;1441.6;269;NA;0.31;269519;0.017254155;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3360;"DMBP Br2Cl4 3";"DMBP_Br2Cl4_3_MQ447";"DMBP_Br2Cl4_3_MQ429";FALSE;"natural";"DMBP";"Manual-Congener Group";NA;NA;"DMBP Br2Cl4 - ISOMER 3 - NEW";FALSE;FALSE;"332 [M-BrCNCH3]+; 452 M+";NA;NA;"C10H6Br2Cl4N2";"mixed";1505.98;1.142;458;2746.8;456;NA;0.52;368079;0.014351016;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3750;"DMBP Br2Cl4 3";"DMBP_Br2Cl4_3_MQ512";"DMBP_Br2Cl4_3_MQ429";FALSE;"natural";"DMBP";"Manual-Congener Group";NA;NA;"DMBP Br2Cl4 - ISOMER 3 - NEW";FALSE;FALSE;"332 [M-BrCNCH3]+; 452 M+";NA;NA;"C10H6Br2Cl4N2";"mixed";1509.48;1.148;458;285.07;269;NA;0.31;234538;0.003920817;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4622;"DMBP Br3Cl3";"DMBP_Br3Cl3_MQ425";"DMBP_Br3Cl3_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP Br3Cl3";TRUE;FALSE;"338 [M-Br2]+; 376 [M-BrCNCH3]+; 496 M+";NA;NA;"C10H6Br3Cl3N2";"mixed";1540.96;1.234;500;9093.5;380;NA;0.5;136167;0.133563933;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3713;"DMBP Br3Cl3";"DMBP_Br3Cl3_MQ429";"DMBP_Br3Cl3_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP Br3Cl3";TRUE;FALSE;"338 [M-Br2]+; 376 [M-BrCNCH3]+; 496 M+";NA;NA;"C10H6Br3Cl3N2";"mixed";1537.46;1.221;500;18546;500;NA;0.31;269519;0.221972501;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3474;"DMBP Br3Cl3";"DMBP_Br3Cl3_MQ447";"DMBP_Br3Cl3_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP Br3Cl3";TRUE;FALSE;"338 [M-Br2]+; 376 [M-BrCNCH3]+; 496 M+";NA;NA;"C10H6Br3Cl3N2";"mixed";1533.97;1.201;500;18378;500;NA;0.52;368079;0.096018267;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3841;"DMBP Br3Cl3";"DMBP_Br3Cl3_MQ512";"DMBP_Br3Cl3_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP Br3Cl3";TRUE;FALSE;"338 [M-Br2]+; 376 [M-BrCNCH3]+; 496 M+";NA;NA;"C10H6Br3Cl3N2";"mixed";1537.46;1.208;500;1919.8;500;NA;0.31;234538;0.02640469;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4909;"DMBP Br4Cl2";"DMBP_Br4Cl2_MQ425";"DMBP_Br4Cl2_MQ447";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP Br4Cl2";TRUE;TRUE;"382 [M-Br2]+; 420 [M-BrCNCH3]+; 540 M+";"DMBP Br4Cl2";NA;"C10H6Cl2Br4N2";"mixed";1593.43;1.419;546;25747;384;NA;0.5;136167;0.378167985;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3992;"DMBP Br4Cl2";"DMBP_Br4Cl2_MQ429";"DMBP_Br4Cl2_MQ447";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP Br4Cl2";TRUE;TRUE;"382 [M-Br2]+; 420 [M-BrCNCH3]+; 540 M+";"DMBP Br4Cl2";NA;"C10H6Cl2Br4N2";"mixed";1589.93;1.406;546;50320;544;NA;0.31;269519;0.602267672;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3710;"DMBP Br4Cl2";"DMBP_Br4Cl2_MQ447";"DMBP_Br4Cl2_MQ447";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP Br4Cl2";TRUE;TRUE;"382 [M-Br2]+; 420 [M-BrCNCH3]+; 540 M+";"DMBP Br4Cl2";NA;"C10H6Cl2Br4N2";"mixed";1586.44;1.393;546;49202;546;NA;0.52;368079;0.25706229;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";4031;"DMBP Br4Cl2";"DMBP_Br4Cl2_MQ512";"DMBP_Br4Cl2_MQ447";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP Br4Cl2";TRUE;TRUE;"382 [M-Br2]+; 420 [M-BrCNCH3]+; 540 M+";"DMBP Br4Cl2";NA;"C10H6Cl2Br4N2";"mixed";1589.93;1.386;546;7210.8;384;NA;0.31;234538;0.099176445;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";5444;"DMBP 6Br";"DMBP_6Br_MQ425";"DMBP_6Br_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP 6Br";TRUE;TRUE;"470 [M-Br2]+; 508 [M-BrCNCH2]+; 628 M+";"DMBP 6Br";NA;"C10H6Br6N2";"brominated";1722.86;1.696;634;2876.2;474;NA;0.5;136167;0.042245184;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4756;"DMBP 6Br";"DMBP_6Br_MQ429";"DMBP_6Br_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP 6Br";TRUE;TRUE;"470 [M-Br2]+; 508 [M-BrCNCH2]+; 628 M+";"DMBP 6Br";NA;"C10H6Br6N2";"brominated";1722.86;1.683;634;8104.3;474;NA;0.31;269519;0.096998368;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4230;"DMBP 6Br";"DMBP_6Br_MQ447";"DMBP_6Br_MQ429";FALSE;"natural";"DMBP";"Authentic MS RT";NA;NA;"DMBP 6Br";TRUE;TRUE;"470 [M-Br2]+; 508 [M-BrCNCH2]+; 628 M+";"DMBP 6Br";NA;"C10H6Br6N2";"brominated";1719.36;1.696;634;7044.2;474;NA;0.52;368079;0.036803345;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";2433;"MBP 6Cl 1";"MBP_6Cl_1_MQ429";"MBP_6Cl_1_MQ447";FALSE;"natural";"MBP";"Authentic MS";NA;NA;"MBP 6 CL 1 P";TRUE;TRUE;"245 [M-Cl3]+; 280 [M-Cl2]+; 315 [M-Cl]+; 350 M+";"MBP 6Cl";NA;"C9H4Cl6N2";"chlorinated";1240.13;0.917;352;36767;319;NA;0.31;269519;0.440055157;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";2394;"MBP 6Cl 1";"MBP_6Cl_1_MQ447";"MBP_6Cl_1_MQ447";FALSE;"natural";"MBP";"Authentic MS";NA;NA;"MBP 6 CL 1 P";TRUE;TRUE;"245 [M-Cl3]+; 280 [M-Cl2]+; 315 [M-Cl]+; 350 M+";"MBP 6Cl";NA;"C9H4Cl6N2";"chlorinated";1240.13;0.911;352;64674;317;NA;0.52;368079;0.33789778;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";3164;"MBP 6Cl 1";"MBP_6Cl_1_MQ425";"MBP_6Cl_1_MQ447";FALSE;"natural";"MBP";"Authentic MS";NA;NA;"MBP 6 CL 1 P";TRUE;TRUE;"245 [M-Cl3]+; 280 [M-Cl2]+; 315 [M-Cl]+; 350 M+";"MBP 6Cl";NA;"C9H4Cl6N2";"chlorinated";1243.63;0.891;352;25891;317;NA;0.5;136167;0.380283035;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";2663;"MBP 6Cl 1";"MBP_6Cl_1_MQ512";"MBP_6Cl_1_MQ447";FALSE;"natural";"MBP";"Authentic MS";NA;NA;"MBP 6 CL 1 P";TRUE;TRUE;"245 [M-Cl3]+; 280 [M-Cl2]+; 315 [M-Cl]+; 350 M+";"MBP 6Cl";NA;"C9H4Cl6N2";"chlorinated";1243.63;0.898;352;4643.5;256;NA;0.31;234538;0.063866121;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";2494;"MBP 6Cl 2";"MBP_6Cl_2_MQ429";"MBP_6Cl_2_MQ447";FALSE;"natural";"MBP";"Authentic MS";NA;NA;"MBP 6 CL 2 P";TRUE;TRUE;"245 [M-Cl3]+; 280 [M-Cl2]+; 315 [M-Cl]+; 350 M+";"MBP 6Cl";NA;"C9H4Cl6N2";"chlorinated";1254.13;0.931;352;113004;317;NA;0.31;269519;1.352517011;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";2436;"MBP 6Cl 2";"MBP_6Cl_2_MQ447";"MBP_6Cl_2_MQ447";FALSE;"natural";"MBP";"Authentic MS";NA;NA;"MBP 6 CL 2 P";TRUE;TRUE;"245 [M-Cl3]+; 280 [M-Cl2]+; 315 [M-Cl]+; 350 M+";"MBP 6Cl";NA;"C9H4Cl6N2";"chlorinated";1254.13;0.917;352;154179;317;NA;0.52;368079;0.80552837;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";2709;"MBP 6Cl 2";"MBP_6Cl_2_MQ512";"MBP_6Cl_2_MQ447";FALSE;"natural";"MBP";"Authentic MS";NA;NA;"MBP 6 CL 2 P";TRUE;TRUE;"245 [M-Cl3]+; 280 [M-Cl2]+; 315 [M-Cl]+; 350 M+";"MBP 6Cl";NA;"C9H4Cl6N2";"chlorinated";1254.13;0.911;352;11037;317;NA;0.31;234538;0.151801524;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
